code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
02300  ,EARTHWORK                                                                                 ,Fredante Construction Corp.,18 Woodlee Road,Cold Spring Harbor            ,NY,11724          ,631-367-4479                  ,516-526-9984   ,THOMAS BALDANTE               ,N,N,N,Y,11/21/2020
02700  ,PAVING AND SURFACING                                                                      ,Fredante Construction Corp.,18 Woodlee Road,Cold Spring Harbor            ,NY,11724          ,631-367-4479                  ,516-526-9984   ,THOMAS BALDANTE               ,N,N,N,Y,11/21/2020
02800  ,SITE IMPROVEMENTS                                                                         ,Fredante Construction Corp.,18 Woodlee Road,Cold Spring Harbor            ,NY,11724          ,631-367-4479                  ,516-526-9984   ,THOMAS BALDANTE               ,N,N,N,Y,11/21/2020
02900  ,LANDSCAPING                                                                               ,Fredante Construction Corp.,18 Woodlee Road,Cold Spring Harbor            ,NY,11724          ,631-367-4479                  ,516-526-9984   ,THOMAS BALDANTE               ,N,N,N,Y,11/21/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,Fredante Construction Corp.,18 Woodlee Road,Cold Spring Harbor            ,NY,11724          ,631-367-4479                  ,516-526-9984   ,THOMAS BALDANTE               ,N,N,N,Y,11/21/2020
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"Freedom Electrical & Data,inc",20  Engert Street,Staten Island                 ,NY,10309          ,718-238-3080                  ,718-238-3080   ,angelo tzoulis                ,N,N,N,N,02/16/2019
02200  ,SITE PREPARATION                                                                          ,"FRITCH CONSTRUCTION CO., INC.",2 RAILROAD AVENUE,EAST NORTHPORT                ,NY,11731          ,631-757-5702                  ,631-793-2292   ,MAUREEN FRITCH                ,N,Y,N,Y,09/15/2020
02300  ,EARTHWORK                                                                                 ,"FRITCH CONSTRUCTION CO., INC.",2 RAILROAD AVENUE,EAST NORTHPORT                ,NY,11731          ,631-757-5702                  ,631-793-2292   ,MAUREEN FRITCH                ,N,Y,N,Y,09/15/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,"FRITCH CONSTRUCTION CO., INC.",2 RAILROAD AVENUE,EAST NORTHPORT                ,NY,11731          ,631-757-5702                  ,631-793-2292   ,MAUREEN FRITCH                ,N,Y,N,Y,09/15/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"FRITCH CONSTRUCTION CO., INC.",2 RAILROAD AVENUE,EAST NORTHPORT                ,NY,11731          ,631-757-5702                  ,631-793-2292   ,MAUREEN FRITCH                ,N,Y,N,Y,09/15/2020
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,"Front Studio Architects, LLC",16 W 22nd St,New York                      ,NY,10010          ,212-334-6820                  ,,Hoang-Yen Haduong             ,Y,Y,N,Y,09/06/2020
37022  ,CONTROLLED INSPECTION                                                                     ,"Future Tech Consultants of New York, Inc.",52 EAST 2ND STREET,MINEOLA                       ,NY,11501          ,516-355-0168                  ,,John Rivera                   ,N,N,N,Y,11/30/2020
37106  ,TESTING/INSPECTION SERVICES                                                               ,"Future Tech Consultants of New York, Inc.",52 EAST 2ND STREET,MINEOLA                       ,NY,11501          ,516-355-0168                  ,,John Rivera                   ,N,N,N,Y,11/30/2020
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,"FXFOWLE Architects, LLP",22 West 19th Street,New York                      ,NY,10011          ,646-292-8294                  ,212-627-1700   ,Elizabeth Jackson             ,N,N,N,Y,06/30/2020
13850  ,DETECTION & ALARM                                                                         ,"G & F.A.S.T. ELECTRIC, INC.",36-12 23rd STREET,LONG ISLAND CITY              ,NY,11106          ,718-937-1576                  ,917-578-6784   ,Steve Kivotidis               ,N,N,N,Y,06/02/2018
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"G & F.A.S.T. ELECTRIC, INC.",36-12 23rd STREET,LONG ISLAND CITY              ,NY,11106          ,718-937-1576                  ,917-578-6784   ,Steve Kivotidis               ,N,N,N,Y,06/02/2018
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,"G & F.A.S.T. ELECTRIC, INC.",36-12 23rd STREET,LONG ISLAND CITY              ,NY,11106          ,718-937-1576                  ,917-578-6784   ,Steve Kivotidis               ,N,N,N,Y,06/02/2018
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,G Energy Solution and Services inc.,1066 Zerega Ave,Bronx                         ,NY,10462          ,347-501-0130                  ,800-697-7620   ,Rayman Rasheed                ,Y,N,N,N,05/08/2021
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,G Energy Solution and Services inc.,1066 Zerega Ave,Bronx                         ,NY,10462          ,347-501-0130                  ,800-697-7620   ,Rayman Rasheed                ,Y,N,N,N,05/08/2021
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"G Squared Electric,llc",59 Van Dam Street,Brooklyn                      ,NY,11222          ,631-292-2120                  ,631-767-3559   ,Jody Garofolo                 ,N,Y,N,N,04/13/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,"G Squared Electric,llc",59 Van Dam Street,Brooklyn                      ,NY,11222          ,631-292-2120                  ,631-767-3559   ,Jody Garofolo                 ,N,Y,N,N,04/13/2019
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,G TECTS Architecture P.C.,195 Chrystie Street,New York                      ,NY,10002          ,212-414-2300                  ,917-365-2000   ,Gordon Kipping                ,Y,N,N,Y,07/21/2020
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,"G-STAR ENTERPRISES, INC.",177-25 Rockaway Boulevard ,Jamaica                       ,NY,11434          ,718-523-1583                  ,917-687-4929   ,Moe Tamazi                    ,N,N,N,N,08/26/2019
15080  ,MECHANICAL INSULATION                                                                     ,"G-STAR ENTERPRISES, INC.",177-25 Rockaway Boulevard ,Jamaica                       ,NY,11434          ,718-523-1583                  ,917-687-4929   ,Moe Tamazi                    ,N,N,N,N,08/26/2019
02300  ,EARTHWORK                                                                                 ,G. Fiore Concrete & Construction Inc.,4233 Arthur Kill Road,Staten Island                 ,NY,10309          ,718-967-7635                  ,,Glenn Fiore                   ,N,N,N,N,01/10/2021
03100  ,CONCRETE FORMWORK                                                                         ,G. Fiore Concrete & Construction Inc.,4233 Arthur Kill Road,Staten Island                 ,NY,10309          ,718-967-7635                  ,,Glenn Fiore                   ,N,N,N,N,01/10/2021
03200  ,CONCRETE REINFORCEMENT                                                                    ,G. Fiore Concrete & Construction Inc.,4233 Arthur Kill Road,Staten Island                 ,NY,10309          ,718-967-7635                  ,,Glenn Fiore                   ,N,N,N,N,01/10/2021
03300  ,CAST-IN PLACE CONCRETE                                                                    ,G. Fiore Concrete & Construction Inc.,4233 Arthur Kill Road,Staten Island                 ,NY,10309          ,718-967-7635                  ,,Glenn Fiore                   ,N,N,N,N,01/10/2021
15080  ,MECHANICAL INSULATION                                                                     ,G.M. Insulation Corp.,1345 Rosser Ave,Elmont                        ,NY,11003          ,516-354-6000                  ,917-560-5390   ,Izabel Skugor                 ,Y,Y,N,N,08/09/2019
13850  ,DETECTION & ALARM                                                                         ,"G.S.H. ELECTRIC, INC.",491 EAST 166TH STREET,BRONX                         ,NY,10456          ,718-585-4100                  ,917-559-6629   ,GENE HUMPHREYS                ,Y,N,N,N,05/03/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"G.S.H. ELECTRIC, INC.",491 EAST 166TH STREET,BRONX                         ,NY,10456          ,718-585-4100                  ,917-559-6629   ,GENE HUMPHREYS                ,Y,N,N,N,05/03/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,"G.S.H. ELECTRIC, INC.",491 EAST 166TH STREET,BRONX                         ,NY,10456          ,718-585-4100                  ,917-559-6629   ,GENE HUMPHREYS                ,Y,N,N,N,05/03/2019
05120  ,STRUCTURAL STEEL                                                                          ,"Gabriel Steel Erectors, Inc.",36  Maybrook Road,Montgomery                    ,NY,12549          ,845-769-3002                  ,845-590-8745   ,Marie Zeigler                 ,N,N,N,Y,01/09/2021
05200  ,METAL JOISTS                                                                              ,"Gabriel Steel Erectors, Inc.",36  Maybrook Road,Montgomery                    ,NY,12549          ,845-769-3002                  ,845-590-8745   ,Marie Zeigler                 ,N,N,N,Y,01/09/2021
05300  ,METAL DECKING                                                                             ,"Gabriel Steel Erectors, Inc.",36  Maybrook Road,Montgomery                    ,NY,12549          ,845-769-3002                  ,845-590-8745   ,Marie Zeigler                 ,N,N,N,Y,01/09/2021
05700  ,ORNAMENTAL METAL                                                                          ,"Gabriel Steel Erectors, Inc.",36  Maybrook Road,Montgomery                    ,NY,12549          ,845-769-3002                  ,845-590-8745   ,Marie Zeigler                 ,N,N,N,Y,01/09/2021
14600  ,HOIST AND CRANES                                                                          ,"GALASSO TRUCKING & RIGGING, INC.",2 Galasso Place,Maspeth                       ,NY,11378          ,718-456-1800                  ,,GREG GALASSO                  ,N,N,N,N,11/09/2018
80025  ,CLEANING/MAINTENANCE                                                                      ,"Gamma Cleaning Concepts, Inc.",65  Spring Valley Ave,Hackensack                    ,NJ,07601          ,201-342-9280                  ,917-399-0489   ,Giselle Dominguez             ,Y,Y,N,Y,08/19/2019
33000  ,ARCH & ENG - FULL SERVICE FIRM                                                            ,"GANNETT FLEMING ENGINEERS AND ARCHITECTS, P.C.",Two Penn Plaza 380 Seventh Avenue,New York                      ,NY,10121          ,212-967-9833                  ,917-554-4381   ,Giuseppe Tulumello            ,N,N,N,Y,05/01/2021
35000  ,CONSTRUCTION MANAGERS                                                                     ,"GANNETT FLEMING ENGINEERS AND ARCHITECTS, P.C.",Two Penn Plaza 380 Seventh Avenue,New York                      ,NY,10121          ,212-967-9833                  ,917-554-4381   ,Giuseppe Tulumello            ,N,N,N,Y,05/01/2021
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,"GANNETT FLEMING ENGINEERS AND ARCHITECTS, P.C.",Two Penn Plaza 380 Seventh Avenue,New York                      ,NY,10121          ,212-967-9833                  ,917-554-4381   ,Giuseppe Tulumello            ,N,N,N,Y,05/01/2021
09300  ,TILE                                                                                      ,"Garcia Marble & Tile, Inc.",231  West 29th Street ,New York                      ,NY,10001          ,718-932-5141                  ,718-932-6322   ,Juan C. Garcia                ,Y,N,N,Y,09/08/2020
02900  ,LANDSCAPING                                                                               ,"Garden City Irrigation, Inc.",1124 Front Street,Uniondale                     ,NY,11553          ,516-538-8982                  ,516-538-1394   ,Donna Milcetic                ,N,Y,N,N,02/02/2021
37102  ,SURVEYING                                                                                 ,"GARDEN STATE SURVEYING, ENG. & PLAN",1 One Blue Hill Plaza,Pearl River                   ,NY,10965          ,201-587-1755                  ,,Gary G. Bender                ,N,N,N,Y,01/16/2021
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,Garrison Architects,45 Main Street,Brooklyn                      ,NY,11201          ,718-596-8300                  ,,James Garrison                ,N,N,N,Y,05/24/2020
02220  ,DEMOLITION                                                                                ,Gateway Demo/Civil Corp,41 Bethpage Road,Hicksville                    ,NY,11801          ,516-935-1700                  ,516-523-0475   ,Alex Concannon                ,Y,N,N,Y,08/16/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,Gateway Demo/Civil Corp,41 Bethpage Road,Hicksville                    ,NY,11801          ,516-935-1700                  ,516-523-0475   ,Alex Concannon                ,Y,N,N,Y,08/16/2020
80025  ,CLEANING/MAINTENANCE                                                                      ,"Apple Maintenance & Services, Inc.",5 Westchester Plaza,Elmsford                      ,NY,10523          ,914-592-0002                  ,914-497-8853   ,Manuel Aguiar                 ,Y,N,N,Y,12/16/2018
02200  ,SITE PREPARATION                                                                          ,Applied Landscape Technologies Inc.,145 River Road,Montville                     ,NJ,07045          ,973-402-6544                  ,,Cory LaBarre                  ,N,N,N,N,10/27/2018
02700  ,PAVING AND SURFACING                                                                      ,Applied Landscape Technologies Inc.,145 River Road,Montville                     ,NJ,07045          ,973-402-6544                  ,,Cory LaBarre                  ,N,N,N,N,10/27/2018
11480  ,ATHLT/RECREAT/THERAP EQUIPMENT                                                            ,Applied Landscape Technologies Inc.,145 River Road,Montville                     ,NJ,07045          ,973-402-6544                  ,,Cory LaBarre                  ,N,N,N,N,10/27/2018
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ",Approved Boiler Repair Inc.,55 COFFEY STREET,BROOKLYN                      ,NY,11231          ,718-243-2866                  ,,Lenore Sargeant               ,Y,N,N,N,01/11/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"APPROVED ELECTRICAL CONTRACTORS,INC",1436 HYLAN BLVD,Staten Island                 ,NY,10305          ,718-232-4785                  ,347-495-4785   ,GENNADIY M. GAKMAN            ,N,N,N,Y,12/08/2020
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"APS ELECTRIC, INC",257  54TH ST,Brooklyn                      ,NY,11220          ,917-216-9960                  ,,Mikhail Mikhaylov             ,N,N,N,Y,03/28/2021
02210  ,SUBSURFACE INVESTIGATION                                                                  ,"Aquifer Drilling & Testing, Inc.",75 East 2nd Street,Mineola                       ,NY,11501          ,516-616-6026                  ,516-779-4723   ,Steve Wolf                    ,N,N,N,Y,05/29/2018
02200  ,SITE PREPARATION                                                                          ,"Araz Industries, Inc.",67 Kean Street,West Babylon                  ,NY,11704          ,631-491-1229                  ,,Mirra Zara                    ,N,Y,N,Y,02/28/2020
02300  ,EARTHWORK                                                                                 ,"Araz Industries, Inc.",67 Kean Street,West Babylon                  ,NY,11704          ,631-491-1229                  ,,Mirra Zara                    ,N,Y,N,Y,02/28/2020
02600  ,SEWERAGE AND DRAINAGE                                                                     ,"Araz Industries, Inc.",67 Kean Street,West Babylon                  ,NY,11704          ,631-491-1229                  ,,Mirra Zara                    ,N,Y,N,Y,02/28/2020
02700  ,PAVING AND SURFACING                                                                      ,"Araz Industries, Inc.",67 Kean Street,West Babylon                  ,NY,11704          ,631-491-1229                  ,,Mirra Zara                    ,N,Y,N,Y,02/28/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,"Araz Industries, Inc.",67 Kean Street,West Babylon                  ,NY,11704          ,631-491-1229                  ,,Mirra Zara                    ,N,Y,N,Y,02/28/2020
80225  ,REPROGRAPHICS                                                                             ,ARC Document Solutions LLC,256  West 38th Street,New York                      ,NY,10018          ,212-777-1110                  ,929-246-7909   ,James Corrado                 ,N,N,N,Y,04/04/2021
13850  ,DETECTION & ALARM                                                                         ,ARCADIA ELECTRICAL CO. INC.,1005 Wyckoff Avenue,Ridgewood                     ,NY,11385          ,718-418-0106                  ,917-748-2898   ,Stephen Gianotti              ,N,N,N,Y,05/26/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,ARCADIA ELECTRICAL CO. INC.,1005 Wyckoff Avenue,Ridgewood                     ,NY,11385          ,718-418-0106                  ,917-748-2898   ,Stephen Gianotti              ,N,N,N,Y,05/26/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,ARCADIA ELECTRICAL CO. INC.,1005 Wyckoff Avenue,Ridgewood                     ,NY,11385          ,718-418-0106                  ,917-748-2898   ,Stephen Gianotti              ,N,N,N,Y,05/26/2019
35000  ,CONSTRUCTION MANAGERS                                                                     ,"ARCADIS of New York, Inc.","655 Third Avenue, 12th Floor",New York                      ,NY,10017          ,914-641-2866                  ,,Peter Zoltanetzky             ,N,N,N,Y,04/10/2020
37033  ,ENVMNTL IMPACT STUDIES/ASSESS/STMNTS                                                      ,"ARCADIS of New York, Inc.","655 Third Avenue, 12th Floor",New York                      ,NY,10017          ,914-641-2866                  ,,Peter Zoltanetzky             ,N,N,N,Y,04/10/2020
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,"ARCADIS of New York, Inc.","655 Third Avenue, 12th Floor",New York                      ,NY,10017          ,914-641-2866                  ,,Peter Zoltanetzky             ,N,N,N,Y,04/10/2020
13800  ,BUILDING AUTOMATION SYS & CNTRLS                                                          ,"ARCH ELECTRIC, INC.",23-82  BQE West,Astoria                       ,NY,11103          ,718-529-9100                  ,917-731-3690   ,Howard Braunstein             ,N,N,N,N,04/27/2020
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"ARCH ELECTRIC, INC.",23-82  BQE West,Astoria                       ,NY,11103          ,718-529-9100                  ,917-731-3690   ,Howard Braunstein             ,N,N,N,N,04/27/2020
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,"ARCH ELECTRIC, INC.",23-82  BQE West,Astoria                       ,NY,11103          ,718-529-9100                  ,917-731-3690   ,Howard Braunstein             ,N,N,N,N,04/27/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,Archinova Builders LLC,9 Heather Lane,Orangeburg                    ,NY,10962          ,845-548-9373                  ,,Gustavo                       ,Y,N,N,N,02/15/2020
09620  ,SPECIAL FLOORING                                                                          ,ARCHITECTURAL FLOORING RESOURCE INC,135 West 27th Street,New York                      ,NY,10001          ,212-290-0200                  ,,Selina Ramoutar               ,Y,Y,N,N,07/11/2019
09640  ,WOOD FLOORING                                                                             ,ARCHITECTURAL FLOORING RESOURCE INC,135 West 27th Street,New York                      ,NY,10001          ,212-290-0200                  ,,Selina Ramoutar               ,Y,Y,N,N,07/11/2019
37106  ,TESTING/INSPECTION SERVICES                                                               ,"ARCHITECTURAL TESTING, INC.",130 DERRY COURT,YORK                          ,PA,17406-8405     ,717-764-7700                  ,,Tracey Andrews                ,N,N,N,Y,11/30/2020
33000  ,ARCH & ENG - FULL SERVICE FIRM                                                            ,"Architecture & Engineering Group, P.C.","315 Madison Avenue,",New York                      ,NY,10017          ,646-944-9000                  ,732-698-7271   ,"Syed T. Mahmood, AIA          ",Y,N,N,Y,12/13/2020
08200  ,WOOD AND PLASTIC DOORS                                                                    ,ARL Finishes Corporation,39-02 214th Place,Bayside                       ,NY,11361          ,347-901-0278                  ,718-423-2452   ,Marco A Barbosa               ,Y,N,N,N,12/04/2018
08700  ,HARDWARE                                                                                  ,ARL Finishes Corporation,39-02 214th Place,Bayside                       ,NY,11361          ,347-901-0278                  ,718-423-2452   ,Marco A Barbosa               ,Y,N,N,N,12/04/2018
09300  ,TILE                                                                                      ,ARL Finishes Corporation,39-02 214th Place,Bayside                       ,NY,11361          ,347-901-0278                  ,718-423-2452   ,Marco A Barbosa               ,Y,N,N,N,12/04/2018
09680  ,CARPET                                                                                    ,ARL Finishes Corporation,39-02 214th Place,Bayside                       ,NY,11361          ,347-901-0278                  ,718-423-2452   ,Marco A Barbosa               ,Y,N,N,N,12/04/2018
35000  ,CONSTRUCTION MANAGERS                                                                     ,ARMAND CORPORATION,1001 Avenue of the Americas,New York                      ,NY,10018          ,212-542-4179                  ,856-816-4556   ,Barbara Armand                ,Y,Y,N,Y,06/08/2019
04200  ,UNIT MASONRY                                                                              ,Armstrong Roofing Corp.,2343 Hylan Boulevard,Staten Island                 ,NY,10306          ,718-494-6777                  ,646-302-6738   ,Muarem V. Lata                ,N,N,N,Y,06/22/2019
04900  ,MASONRY RESTORATION/CLEANING                                                              ,Armstrong Roofing Corp.,2343 Hylan Boulevard,Staten Island                 ,NY,10306          ,718-494-6777                  ,646-302-6738   ,Muarem V. Lata                ,N,N,N,Y,06/22/2019
07500  ,MEMBRANE ROOFING                                                                          ,Armstrong Roofing Corp.,2343 Hylan Boulevard,Staten Island                 ,NY,10306          ,718-494-6777                  ,646-302-6738   ,Muarem V. Lata                ,N,N,N,Y,06/22/2019
07600  ,FLASHING AND SHEET METAL                                                                  ,Armstrong Roofing Corp.,2343 Hylan Boulevard,Staten Island                 ,NY,10306          ,718-494-6777                  ,646-302-6738   ,Muarem V. Lata                ,N,N,N,Y,06/22/2019
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,Armstrong Roofing Corp.,2343 Hylan Boulevard,Staten Island                 ,NY,10306          ,718-494-6777                  ,646-302-6738   ,Muarem V. Lata                ,N,N,N,Y,06/22/2019
04900  ,MASONRY RESTORATION/CLEANING                                                              ,"Army Construction, LLC",224  Broughton Avenue,Bloomfield                    ,NJ,07003          ,973-777-5577                  ,917-567-2662   ,Abdul Bajro                   ,N,N,N,Y,12/28/2019
07100  ,WATERPROOFING                                                                             ,"Army Construction, LLC",224  Broughton Avenue,Bloomfield                    ,NJ,07003          ,973-777-5577                  ,917-567-2662   ,Abdul Bajro                   ,N,N,N,Y,12/28/2019
07500  ,MEMBRANE ROOFING                                                                          ,"Army Construction, LLC",224  Broughton Avenue,Bloomfield                    ,NJ,07003          ,973-777-5577                  ,917-567-2662   ,Abdul Bajro                   ,N,N,N,Y,12/28/2019
07600  ,FLASHING AND SHEET METAL                                                                  ,"Army Construction, LLC",224  Broughton Avenue,Bloomfield                    ,NJ,07003          ,973-777-5577                  ,917-567-2662   ,Abdul Bajro                   ,N,N,N,Y,12/28/2019
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,ARNELL CONSTRUCTION CORP.,110 YORK STREET,BROOKLYN                      ,NY,11201          ,718-852-8500                  ,609-462-8382   ,Fred Kasman                   ,N,N,N,Y,05/03/2019
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,ARNELL CONSTRUCTION CORP.,110 YORK STREET,BROOKLYN                      ,NY,11201          ,718-852-8500                  ,609-462-8382   ,Fred Kasman                   ,N,N,N,Y,05/03/2019
99999  ,GENERAL CONTRACTOR                                                                        ,ARNELL CONSTRUCTION CORP.,110 YORK STREET,BROOKLYN                      ,NY,11201          ,718-852-8500                  ,609-462-8382   ,Fred Kasman                   ,N,N,N,Y,05/03/2019
05120  ,STRUCTURAL STEEL                                                                          ,"ARNOLD STEEL COMPANY, INC.",79 RANDOLPH ROAD,Howell                        ,NJ,07731          ,732-363-1079                  ,,Tina Pflaster                 ,N,N,N,Y,09/29/2019
05200  ,METAL JOISTS                                                                              ,"ARNOLD STEEL COMPANY, INC.",79 RANDOLPH ROAD,Howell                        ,NJ,07731          ,732-363-1079                  ,,Tina Pflaster                 ,N,N,N,Y,09/29/2019
05300  ,METAL DECKING                                                                             ,"ARNOLD STEEL COMPANY, INC.",79 RANDOLPH ROAD,Howell                        ,NJ,07731          ,732-363-1079                  ,,Tina Pflaster                 ,N,N,N,Y,09/29/2019
05500  ,METAL FABRICATIONS                                                                        ,"ARNOLD STEEL COMPANY, INC.",79 RANDOLPH ROAD,Howell                        ,NJ,07731          ,732-363-1079                  ,,Tina Pflaster                 ,N,N,N,Y,09/29/2019
05700  ,ORNAMENTAL METAL                                                                          ,"ARNOLD STEEL COMPANY, INC.",79 RANDOLPH ROAD,Howell                        ,NJ,07731          ,732-363-1079                  ,,Tina Pflaster                 ,N,N,N,Y,09/29/2019
03300  ,CAST-IN PLACE CONCRETE                                                                    ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
04200  ,UNIT MASONRY                                                                              ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
04900  ,MASONRY RESTORATION/CLEANING                                                              ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
06100  ,ROUGH CARPENTRY                                                                           ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
06200  ,FINISH CARPENTRY                                                                          ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
09200  ,LATH AND PLASTER                                                                          ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
09900  ,PAINTING                                                                                  ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,Arora Construction Inc. ,45 Riverside Drive,Rockville Centre              ,NY,11570          ,646-642-2685                  ,516-612-4305   ,"Anuj ""Tino"" Arora             ",Y,N,N,N,09/15/2018
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,ARROWHEAD SECURITY  CORPORATION,799 WESLEY,BALDWIN                       ,NY,11510          ,516-476-8955                  ,516-476-8384   ,ISAIAH  OFUYA                 ,Y,N,N,Y,02/09/2019
09620  ,SPECIAL FLOORING                                                                          ,ASBESTOLITH MANUFACTURING CORP.,257 KENT STREET,BROOKLYN                      ,NY,11222          ,718-389-5550                  ,,GEORGE D. HUNTINGTON          ,N,N,N,N,03/10/2019
09650  ,RESILIENT FLOORING                                                                        ,ASBESTOLITH MANUFACTURING CORP.,257 KENT STREET,BROOKLYN                      ,NY,11222          ,718-389-5550                  ,,GEORGE D. HUNTINGTON          ,N,N,N,N,03/10/2019
37106  ,TESTING/INSPECTION SERVICES                                                               ,Asbestos & Lead Abatement Corporation,522 EAST 20TH STREET,NEW YORK                      ,NY,10009          ,646-773-7572                  ,646-773-7572   ,ALEKSANDR KNOBEL              ,N,N,N,Y,07/15/2018
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,Asbestos & Lead Abatement Corporation,522 EAST 20TH STREET,NEW YORK                      ,NY,10009          ,646-773-7572                  ,646-773-7572   ,ALEKSANDR KNOBEL              ,N,N,N,Y,07/15/2018
02220  ,DEMOLITION                                                                                ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
03300  ,CAST-IN PLACE CONCRETE                                                                    ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
04900  ,MASONRY RESTORATION/CLEANING                                                              ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
06100  ,ROUGH CARPENTRY                                                                           ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
06200  ,FINISH CARPENTRY                                                                          ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
07100  ,WATERPROOFING                                                                             ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
08100  ,METAL DOORS AND FRAMES                                                                    ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
08700  ,HARDWARE                                                                                  ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
